排名,审计ID,推荐层级,老药新用类型,药物,药物ChEMBL_ID,原适应症领域,原领域英文,候选靶点,靶点名称,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,agent决策,风险等级,是否同原适应症领域,是否同已知靶点家族,是否已知靶点/对照,文献状态,PubMed总窗计数,上市后PubMed计数,PubMed总窗PMID,上市后PMID,候选病种说明,机制审计,可行性审计,首选实验,反筛建议,审计备注
461,strict895_0113,二级复核,跨大领域老药新用,Abacavir Sulfate,CHEMBL4303288,感染性疾病,Infectious Disease,CDK4,Cyclin-dependent kinase 4,乳腺癌,breast cancer,实体瘤,42.003258384050454,0.21740045,28,0.6307216615133534,激酶生化/细胞,review_low,medium,否,否,否,PubMed pair审计未见明确报道,0,0,,,CDK4 依赖 HR+ 乳腺癌和脂肪肉瘤；证据弱,机制较弱/待审：CDK4 相关 biology 可测，但CDK4 依赖 HR+ 乳腺癌和脂肪肉瘤的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,CDK4-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,靶点-疾病强，但 Abacavir ConPLEx 低且 rank 28；核苷类药物需严查非特异抗增殖。
462,strict895_0356,二级复核,同领域新靶点/新病种探索,Selinexor,CHEMBL3545185,肿瘤,Oncology,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,41.88819919093706,0.30741486,6,0.7055780321897952,激酶生化/细胞,review_low,中高,是,否,否,PubMed pair审计未见明确报道,0,0,,,RET 融合 NSCLC、甲状腺癌、神经内分泌肿瘤,机制审计：可审但降为低优先级。RET 融合肿瘤机制强且 assay 成熟；同 kinase 家族候选需重点排除已知谱系命中。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,RET 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.307/rank6；literature_status=unreported_in_pubmed_pair_audit；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
463,strict895_0159,二级复核,跨大领域老药新用,Nevirapine,CHEMBL57,感染性疾病,Infectious Disease,CCND1,G1/S-specific cyclin-D1,乳腺癌,breast cancer,实体瘤,41.76788828205069,0.4534936,58,0.663919419942994,酶/表观遗传生化,review_low,high,否,否,否,PubMed pair审计未见明确报道,0,0,,,CCND1 扩增乳腺癌/结直肠癌仅作通路 readout；不作直接靶点候选,机制较弱/待审：CCND1 相关 biology 可测，但CCND1 扩增乳腺癌/结直肠癌仅作通路 readout的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,不建议宣称直接结合；如保留，检测 CCND1 蛋白稳定性、pRB/G1 readout 和 CCND1 knockdown/rescue。,luciferase/转录干扰、DNA damage、细胞周期非特异阻滞、p53/CCND1 遗传 rescue 和细胞毒性 counterscreen。,CCND1 直接 engagement 难，Nevirapine rank 58；若做只能看 pRB/细胞周期并配合 CDK4/6 counterscreen。
464,strict895_0394,二级复核,同领域新靶点/新病种探索,Apalutamide,CHEMBL3183409,肿瘤,Oncology,FGFR2,Fibroblast growth factor receptor 2,乳腺癌,breast carcinoma,实体瘤,41.43506388524808,0.3778433,83,0.7171426615665811,酶/表观遗传生化,review_low,high,是,否,否,PubMed pair审计未见明确报道,0,0,,,FGFR2融合/扩增胆管癌、胃癌、乳腺癌,机制可检验但证据主要来自预测；FGFR2与FGFR2融合/扩增胆管癌、胃癌、乳腺癌有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,FGFR2 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pFGFR2/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,疾病方向接近原标签或同治疗领域，老药新用价值需打折。；药内排名靠后，优先级下降。
465,strict895_0099,二级复核,跨大领域老药新用,Rilpivirine Hydrochloride,CHEMBL1628504,感染性疾病,Infectious Disease,JAK3,Tyrosine-protein kinase JAK3,乳腺癌,breast carcinoma,实体瘤,41.1266207393351,0.36610645,42,0.2833327291556342,激酶生化/细胞,review_low,medium,否,否,否,PubMed pair审计未见明确报道,0,0,,,JAK3-STAT 相关血液肿瘤优先于肝癌；HCC 只作探索,机制较弱/待审：JAK3 相关 biology 可测，但JAK3-STAT 相关血液肿瘤优先于肝癌的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,JAK3 重组 kinase IC50/ATP 竞争实验；细胞中用 cytokine 刺激后的 pSTAT readout、NanoBRET/CETSA 确认 target engagement。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,JAK3 更适合免疫/血液肿瘤，输入 HCC 证据弱；Rilpivirine 到 JAK3 rank 偏后。
466,strict895_0360,二级复核,同领域新靶点/新病种探索,Netupitant,CHEMBL206253,肿瘤,Oncology,CDK6,Cyclin-dependent kinase 6,乳腺癌,breast carcinoma,实体瘤,41.03860490892586,0.3351373,20,0.6103198922485568,激酶生化/细胞,review_low,中高,是,否,否,PubMed pair审计未见明确报道,0,0,,,HR+ 乳腺癌、白血病/淋巴瘤、CDK6 依赖细胞周期模型,机制审计：可审但降为低优先级。CDK6 疾病和 assay 清楚，但需证明不是普遍抗增殖或已知 CDK 轴复现。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,CDK6 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.335/rank20；literature_status=unreported_in_pubmed_pair_audit；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
467,strict895_0348,二级复核,同领域新靶点/新病种探索,Enzalutamide,CHEMBL1082407,肿瘤,Oncology,KRAS,GTPase KRas,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,41.0,0.54742885,4,0.803548887170282,酶/表观遗传生化,review_low,中高,是,否,否,上市后文献有新靶点线索,1,1,38214343,38214343,KRAS 突变结直肠癌、黑色素瘤/睾丸肿瘤签名模型,机制审计：可审但降为低优先级。KRAS 肿瘤关联强，但非共价小分子直接命中难，需证明不是下游转录或细胞毒性间接效应。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,KRAS-GTP loading、RAF-RBD pulldown、nucleotide exchange/GTPase assay；SPR/DSF 确认直接结合。,HRAS/NRAS、SOS1/RAF-MEK 下游、聚集体/反应性化合物、细胞毒性和 KRAS 野生型对照。 额外要求：同原适应症方向模型、已报道/已知文献线索反筛。,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.547/rank4；literature_status=reported_post_approval_old_drug_new_target；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
468,strict895_0339,二级复核,同领域新靶点/新病种探索,Bicalutamide,CHEMBL409,肿瘤,Oncology,BMPR1A,Bone morphogenetic protein receptor type-1A,乳腺癌,breast carcinoma,实体瘤,40.560889069911205,0.54905325,16,0.2915950697738313,酶/表观遗传生化,review_low,中高,是,否,否,PubMed pair审计未见明确报道,0,0,,,子宫内膜癌及 BMP-SMAD 依赖实体瘤模型,机制审计：可审但降为低优先级。BMPR1A/BMP-SMAD 与子宫内膜癌等肿瘤通路相关，但方向常为上下文依赖，需细胞系选择。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,BMPR1A 激酶/结合 assay；细胞中测 pSMAD1/5/8 和 BMP response reporter。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.549/rank16；literature_status=unreported_in_local_pubmed_audit；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
469,strict895_0392,二级复核,同领域新靶点/新病种探索,Selinexor,CHEMBL3545185,肿瘤,Oncology,PDGFRA,Platelet-derived growth factor receptor alpha,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,40.40712993333334,0.31586707,5,0.8245011238749937,酶/表观遗传生化,review_low,high,是,否,否,PubMed pair审计未见明确报道,0,0,,,PDGFRA突变GIST、胶质瘤、肉瘤模型,机制可检验但证据主要来自预测；PDGFRA与PDGFRA突变GIST、胶质瘤、肉瘤模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,PDGFRA kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pPDGFRA/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,疾病方向接近原标签或同治疗领域，老药新用价值需打折。
470,strict895_0693,二级复核,同领域同靶点家族扩展,Larotrectinib Sulfate,CHEMBL3989939,肿瘤,Oncology,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,40.337134138106364,0.4755741,43,0.6434226431750978,酶/表观遗传生化,review_low,high,是,是,否,PubMed pair审计未见明确报道,0,0,,,SHP2/PTPN11 依赖 RTK/RAS 通路肿瘤；AML/JMML；NSCLC,"child Open Targets 最佳疾病为 acute myeloid leukemia，score=0.643（genetic=0.000, clinical=0.000, literature=0.948），PTPN11-疾病证据为较强。Larotrectinib Sulfate→PTPN11 主要由 ConPLEx=0.476/rank=43 支撑；PTPN11 disease evidence 主要来自文献，Larotrectinib rank=43，需先确认 engagement。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.476, rank=43; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：PTPN11 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 SHP2/PTPN11 依赖 RTK/RAS 通路肿瘤 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PTPN11 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,PTPN11 disease evidence 主要来自文献，Larotrectinib rank=43，需先确认 engagement。 child_ot_status=child_ot_match; best_child=acute myeloid leukemia; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
471,strict895_0001,二级复核,跨大领域老药新用,Difluprednate,CHEMBL4303220,内分泌/代谢,Endocrinology/Metabolic,KRAS,GTPase KRas,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,40.2695056,0.35577512,9,0.803548887170282,酶/表观遗传生化,review_low,high,否,否,否,PubMed pair审计未见明确报道,0,0,,,黑色素瘤或银屑病/特应性皮炎角质形成细胞模型；需具体化到 KRAS/MAPK 驱动亚型。,Difluprednate -> KRAS（GTPase KRas）：KRAS-RAS/MAPK 可连接肿瘤增殖、角质形成细胞增殖或免疫细胞活化，但 KRAS 直接小分子结合高度依赖突变型和核苷酸状态；输入未给具体抑制/激活方向，机制置信度低。,中等偏低：可做 KRAS 生化结合和细胞 RAS-GTP/pERK readout，但需突变型、核苷酸状态和等位型选择，难度高于常规激酶。,重组 KRAS（指定 WT/突变型）SPR/DSF、nucleotide exchange/GTP-loading；细胞 RAF-RBD pull-down 与 pERK 剂量反应。,HRAS/NRAS 选择性、SOS1/RAF 旁路、MEK/ERK 直接抑制、聚集体/PAINS、细胞毒性；按药物已知主靶点加反筛。,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 PubMed pair审计未见明确报道，详见PubMed计数/PMID列。 疾病候选仍需具体化。
472,strict895_0490,二级复核,同领域同靶点家族扩展,Bosutinib Monohydrate,CHEMBL2095206,肿瘤,Oncology,KDR,Vascular endothelial growth factor receptor 2,肝细胞癌,hepatocellular carcinoma,实体瘤,40.215879590242,0.45640904,26,0.6777833062329777,酶/表观遗传生化,review_low,高,是,是,否,PubMed pair审计未见明确报道,0,0,,,VEGFR2/KDR驱动肝癌、肺癌血管生成模型,机制合理但novelty低：Bosutinib是多靶点TKI，KDR同家族同方向，可能只是广谱kinase谱。,高：KDR assay成熟；需与ABL/SRC及内皮毒性分离。,VEGFR2/KDR激酶IC50/Kd，内皮细胞VEGF诱导pKDR/pERK和管腔形成readout。,VEGFR1/3、PDGFR、KIT、HER2和广谱kinase panel，内皮毒性和抗增殖共通效应反筛。,低优先，适合作kinase panel解释。
473,strict895_0036,二级复核,跨大领域老药新用,Fludarabine Phosphate,CHEMBL1096882,肿瘤,Oncology,SCN5A,Sodium channel protein type 5 subunit alpha,心律失常,cardiac arrhythmia,心血管,40.16287428575999,0.4243632,45,0.7863374052930366,离子通道功能,review_low,high,否,否,否,PubMed pair审计未见明确报道,0,0,,,SCN5A 心律失常/传导异常安全性模型；治疗性适应症需具体化。,Fludarabine Phosphate -> SCN5A（Sodium channel protein type 5 subunit alpha）：离子通道可形成电生理或安全性故事，但治疗方向必须明确开放/阻断及组织选择性；心血管条目容易变成安全性反筛而非新适应症。,中高：自动膜片钳可直接验证 target engagement/功能，但成本较高，且需要通道 panel 安全性解释。,SCN5A 手动/自动膜片钳剂量反应；必要时用电流-电压曲线、洗脱可逆性和离子通量 readout 确认直接通道调节。,hERG/KCNH2、SCN5A、同亚型通道panel、膜扰动、细胞毒性和非特异电生理伪影反筛。,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 PubMed pair审计未见明确报道，详见PubMed计数/PMID列。 疾病候选仍需具体化。
