candidate_id,pair_id,modeled_entity_name,gene_symbol,origin_summary,recommended_disease,verdict,verdict_label,summary,support,concern,next_step,evidence_scope,source_notes,source_urls,search_log
C384-227,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2252,tetracaine,CTSC,短效快速表面眼科麻醉操作；仅抓眼用剂，不外推其他局麻给药途径,bronchiectasis,DEFER,建议后置,丁卡因–CTSC目前属于较弱跨机制探索。,本地：结合排序11/384；阳性/阴性近邻相似度 0.217/0.229。检索未找到可用于本配对的直接原始实验证据；这不代表不存在。,阴性近邻略近于阳性近邻；局麻和支气管扩张症靶点关联不能支持直接CTSC结合，未找到配对实验。,需成熟活化CTSC及酶活预筛，避免把局麻药非特异响应当结合。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""tetracaine cathepsin C inhibition"", ""source"": ""web search"", ""outcome"": ""检索未找到可用于本配对的直接原始实验证据；这不代表不存在。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-228,JURKNVYFZMSNLP-UHFFFAOYSA-N__CHEMBL2039,cyclobenzaprine,MAOB,急性疼痛肌骨病肌痉挛的休息/理疗辅助；限2–3周；不将脑脊髓病痉挛或儿童脑瘫当用途,melancholia,DEFER,建议后置,环苯扎林–MAOB不宜凭MAOI合用禁忌提升优先级。,本地：结合排序11/384；阳性/阴性近邻相似度 0.254/0.236。命中环苯扎林血清素综合征药理论文，摘录支持血清素药理；未找到直接MAOB结合证据。,检索中的MAOI相互作用并非该药直接抑制MAOB；醛氧化酶也不是单胺氧化酶，忧郁症图谱关系不补足结合证据。,若保留先做MAOB功能筛查，核对MAOA选择性及底物干扰。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC3809033/""]","[{""query"": ""cyclobenzaprine monoamine oxidase B inhibitor"", ""source"": ""web search"", ""outcome"": ""命中环苯扎林血清素综合征药理论文，摘录支持血清素药理；未找到直接MAOB结合证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-229,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,vigabatrin,MMP8,难治复杂部分性癫痫辅助；婴儿痉挛单药,malaria,DEFER,建议后置,氨己烯酸–MMP8与疟疾之间缺少可检验的直接机制。,本地：结合排序11/384；阳性/阴性近邻相似度 0.24/0.143。未找到本配对直接实验；命中氨己烯酸原GABA通路资料，不能支持新靶点。,GABA转氨酶机制不能迁移为MMP8结合；宿主人MMP8疾病关联也不是寄生虫靶点命中。,先明确目标是宿主炎症调节还是抗寄生虫，再用MMP8酶活补证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""vigabatrin MMP8 inhibition"", ""source"": ""web search"", ""outcome"": ""未找到本配对直接实验；命中氨己烯酸原GABA通路资料，不能支持新靶点。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-230,FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2243,ondansetron,FAAH,化疗/放疗及术后恶心呕吐预防；肿瘤场景支持治疗而非抗癌,common cold,DEFER,建议后置,昂丹司琼–FAAH暂无足够证据支撑感冒方向投入。,本地：结合排序12/384；阳性/阴性近邻相似度 0.241/0.215。命中FAAH止吐专利合用药列表；未找到昂丹司琼直接FAAH测定。,FAAH专利中的昂丹司琼是可合用的5HT3药列表，不是该药FAAH活性；支持治疗标签不能误当抗癌起点。,若保留先做FAAH酶活和构建确认，再重新明确感冒疾病获益方向。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://patents.google.com/patent/WO2016144860A1/en""]","[{""query"": ""ondansetron FAAH inhibition"", ""source"": ""web search"", ""outcome"": ""命中FAAH止吐专利合用药列表；未找到昂丹司琼直接FAAH测定。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-231,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,rivaroxaban,LCK,NVAF卒中/系统栓塞风险降低；DVT/PE治疗及复发预防；关节置换或特定急性病VTE预防；CAD/PAD联合aspirin风险降低；儿科VTE治疗/复发预防及≥2岁Fontan术后血栓预防,HIV infectious disease,DEFER,建议后置,利伐沙班–LCK的跨适应症新颖，但直接结合依据不足。,本地：结合排序12/384；阳性/阴性近邻相似度 0.242/0.213。本轮检索未获得该药直接LCK结合或抑制的原始证据。,凝血因子X原机制与LCK不同；HIV关联不说明抑制免疫激酶会有利，可能方向不一致。,优先做LCK功能反筛及凝血机制区分，再保留SPR名额。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""rivaroxaban LCK kinase inhibition"", ""source"": ""web search"", ""outcome"": ""本轮检索未获得该药直接LCK结合或抑制的原始证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-232,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL286,glimepiride,REN,成人2型糖尿病血糖控制；不包括1型及酮症酸中毒,heart failure,DEFER,建议后置,格列美脲–REN不能由肾血流或心衰关联推断直接肾素抑制。,本地：结合排序12/384；阳性/阴性近邻相似度 0.23/0.165。命中RENALIS临床肾血流研究，未命中直接REN结合实验。,命中的临床比较研究测了肾素等指标，并非格列美脲对纯化REN活性；降糖机制并未补足新结合证据。,用人REN酶活与已知抑制剂对照预筛，保留心衰假说为待验证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubmed.ncbi.nlm.nih.gov/34580975/""]","[{""query"": ""glimepiride renin inhibition"", ""source"": ""web search"", ""outcome"": ""命中RENALIS临床肾血流研究，未命中直接REN结合实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-233,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,norepinephrine,CTSC,模型实体 norepinephrine：成人严重急性低血压时静脉升压,lung disorder,DEFER,建议后置,去甲肾上腺素–CTSC不适合作为肺病首批探索重点。,本地：结合排序13/384；阳性/阴性近邻相似度 0.154/0.133。未命中本配对直接实验；命中BI1291583对CTSC原始研究，仅支持靶点路线。,CTSC肺病方向有其他专用抑制剂研究，但不能外推到升压药；小分子响应偏小且需关注儿茶酚氧化，身份须与屈昔多巴区分。,先核对实际库存为去甲肾上腺素及稳定性，做CTSC酶活再决定。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://link.springer.com/article/10.1007/s00011-023-01774-4""]","[{""query"": ""norepinephrine cathepsin C inhibition"", ""source"": ""web search"", ""outcome"": ""未命中本配对直接实验；命中BI1291583对CTSC原始研究，仅支持靶点路线。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-234,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL1902,palonosetron,FKBP1A,成人及特定儿科化疗相关恶心呕吐预防；成人术后恶心呕吐预防至24h；低风险不常规预防；非抗癌,peripheral arterial disease,DEFER,建议后置,帕洛诺司琼–FKBP1A缺少直接配对证据，外周动脉病假说较远。,本地：结合排序13/384；阳性/阴性近邻相似度 0.232/0.182。命中5HT3模拟结合蛋白原始晶体研究；无本配对直接实验。,检索有帕洛诺司琼结合蛋白晶体，但该蛋白是模拟5HT3的AChBP，不是FKBP12；不能把标题中binding protein误读成FKBP。,如保留需FKBP12已验证配体竞争与PPIase读出，先确认化合物身份。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pubs.acs.org/doi/10.1021/acschemneuro.6b00132""]","[{""query"": ""palonosetron FKBP12 binding"", ""source"": ""web search"", ""outcome"": ""命中5HT3模拟结合蛋白原始晶体研究；无本配对直接实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-235,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,brexpiprazole,PDE5A,MDD抗抑郁药辅助；精神分裂症；阿尔茨海默病痴呆相关激越（非按需急救）,fetal growth restriction,DEFER,建议后置,布瑞哌唑–PDE5A的胎儿生长受限方向目前不值得优先消耗实验名额。,本地：结合排序13/384；阳性/阴性近邻相似度 0.267/0.316。官方标签摘录支持原单胺受体药理；本轮未找到直接PDE5抑制数据。,阴性近邻更近；官方药理为多种单胺受体，未证实PDE5；即便结合成立，也必须独立核对胎盘获益方向和暴露可行性。,先补PDE5功能测定；目标疾病选择须重新论证，勿直接从图谱分进入转化。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=993b584c-7fe6-4551-899f-39146c8508ac""]","[{""query"": ""brexpiprazole PDE5 inhibition"", ""source"": ""web search"", ""outcome"": ""官方标签摘录支持原单胺受体药理；本轮未找到直接PDE5抑制数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-236,JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,xanomeline,CA4,COBENFY与trospium复方治疗成人精神分裂症,open-angle glaucoma,DEFER,建议后置,呫诺美林–CA4青光眼假说可检验，但暂缺足够优先理由。,本地：结合排序14/384；阳性/阴性近邻相似度 0.216/0.2。本轮未获得呫诺美林–CA4原始结合或酶抑制证据。,M1/M4原机制不是CA4抑制；须区别呫诺美林单体与含曲司氯铵复方，当前未检得CA4直接证据。,先做CA4酶活，并平行CA2区分亚型，再决定SPR。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""xanomeline carbonic anhydrase IV inhibition"", ""source"": ""web search"", ""outcome"": ""本轮未获得呫诺美林–CA4原始结合或酶抑制证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-237,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL1944,glimepiride,MME,成人2型糖尿病血糖控制；不包括1型及酮症酸中毒,heart failure,DEFER,建议后置,格列美脲–MME心衰方向虽有靶点背景，配对支持仍薄弱。,本地：结合排序14/384；阳性/阴性近邻相似度 0.198/0.189。标签摘录证实原磺脲受体机制；未找到格列美脲直接MME实验。,MME影响代谢不意味着降糖药格列美脲直接结合MME；阳阴近邻均弱且相近，与同药REN假说不能互相验证。,先做MME酶活，若无效应不继续占SPR梯度资源。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dbed06f9-7758-4c96-9af0-1ed6103db7df""]","[{""query"": ""glimepiride neprilysin inhibition"", ""source"": ""web search"", ""outcome"": ""标签摘录证实原磺脲受体机制；未找到格列美脲直接MME实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-238,VGYFMXBACGZSIL-MCBHFWOFSA-N__CHEMBL1944,pitavastatin,MME,原发高脂血症及杂合家族高胆固醇血症降低LDL,congestive heart failure,DEFER,建议后置,匹伐他汀–MME尚不能从心血管保护表型提升为新靶点机制。,本地：结合排序14/384；阳性/阴性近邻相似度 0.234/0.226。命中心血管重塑动物研究，未命中直接MME抑制数据。,原始动物研究命中为氧化应激及TGFβ–Smad通路，不是纯化MME结合；已有心血管用途使跨领域价值也有限。,优先用MME功能反筛区分直接作用与原降脂通路。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.ahajournals.org/doi/pdf/10.1161/CIRCRESAHA.107.163493""]","[{""query"": ""pitavastatin neprilysin inhibition"", ""source"": ""web search"", ""outcome"": ""命中心血管重塑动物研究，未命中直接MME抑制数据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-239,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,dexrazoxane,MMP7,限定乳癌doxorubicin累积治疗的心肌病减毒支持,Lyme disease,DEFER,建议后置,右雷佐生–MMP7应先排除金属相关非特异作用，再谈莱姆病探索。,本地：结合排序14/384；阳性/阴性近邻相似度 0.15/0.121。命中血栓反应蛋白1介导的抗血管生成研究，未找到本配对直接实验。,螯合相关机制不等于母体对MMP7特异结合；需区分开环代谢物；莱姆病宿主靶点效应不能视为杀菌。,先核对母体和代谢物身份，以金属条件和其他MMP反筛验证特异性。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC2743367/""]","[{""query"": ""dexrazoxane MMP7 inhibition"", ""source"": ""web search"", ""outcome"": ""命中血栓反应蛋白1介导的抗血管生成研究，未找到本配对直接实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-240,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL286,afatinib,REN,EGFR非耐药突变转移NSCLC一线；铂类后进展转移鳞状NSCLC；耐药EGFR突变疗效未确立,atherosclerosis,DEFER,建议后置,阿法替尼–REN的动脉粥样硬化设想证据不足。,本地：结合排序14/384；阳性/阴性近邻相似度 0.2/0.195。命中标签和肾功能药代资料；未获得直接肾素结合或抑制证据。,不可逆ErbB机制不能迁移到肾素；肾功能影响药代的检索命中也不是REN作用，慢病转化还需暴露与耐受窗口。,先用REN酶活和非特异蛋白结合反筛，勿直接推进高成本SPR梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://www.dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ec5b9e00-3eab-4dbd-9bb3-75865b1af485&type=display""]","[{""query"": ""afatinib renin inhibition"", ""source"": ""web search"", ""outcome"": ""命中标签和肾功能药代资料；未获得直接肾素结合或抑制证据。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-241,NYNZQNWKBKUAII-KBXCAEBGSA-N__CHEMBL1902,larotrectinib,FKBP1A,符合NTRK融合及晚期/手术代价等条件的实体瘤，不按器官拆跨类,atherosclerosis,DEFER,建议后置,拉罗替尼–FKBP1A尚缺直接支持，动脉粥样硬化关联较弱。,本地：结合排序15/384；阳性/阴性近邻相似度 0.227/0.173。本轮未找到该配对的直接原始实验。,TRK激酶原机制与FKBP12结合不同；FKBP参与信号复合体不等于该药直接结合它。,先做FKBP12配体竞争或PPIase预筛，仅阳性再进入SPR梯度。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""larotrectinib FKBP12 binding"", ""source"": ""web search"", ""outcome"": ""本轮未找到该配对的直接原始实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-242,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL4179,dolutegravir,MAPK9,联合抗逆转录病毒HIV-1治疗；与rilpivirine联合限定病毒抑制成人方案替换,cancer,DEFER,建议后置,多替拉韦–MAPK9暂属于证据较弱的抗HIV药转肿瘤探索。,本地：结合排序15/384；阳性/阴性近邻相似度 0.232/0.245。未命中直接多替拉韦–JNK2证据；检索中的其他PI3K化合物激酶表不可移植。,整合酶结合机制不能外推JNK2；阴性近邻更近，泛癌关联未给出具体依赖背景或作用方向。,先测人JNK2酶活并区分JNK1/3，再选明确癌种。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,[],"[{""query"": ""dolutegravir JNK2 MAPK9 inhibition"", ""source"": ""web search"", ""outcome"": ""未命中直接多替拉韦–JNK2证据；检索中的其他PI3K化合物激酶表不可移植。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
C384-243,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL286,ribociclib,REN,HR阳性HER2阴性高风险早期及晚期乳癌联合方案,cardiovascular disorder,DEFER,建议后置,瑞博西利–REN不能用CDK4/6药与RAAS药合用结果当直接结合依据。,本地：结合排序15/384；阳性/阴性近邻相似度 0.293/0.237。命中CDK4/6抑制剂与RAAS药合用研究；未找到该药直接REN实验。,本轮命中为联合用药临床研究，不是瑞博西利抑制肾素；泛心血管疾病标签也不足以确定新用途。,先做纯化REN功能筛查，再评估特定疾病和暴露窗口。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,本轮仅读取检索结果摘录/摘要；所列来源仅支持上述命中内容，不代表已经阅读全文或证实本配对。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC12711125/""]","[{""query"": ""ribociclib renin inhibition"", ""source"": ""web search"", ""outcome"": ""命中CDK4/6抑制剂与RAAS药合用研究；未找到该药直接REN实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPTS""}]"
